id,wh
1105,આપણા ખૂબ જ નુકસાન
1106,અને અમુક મશાલા એટલા બધા નુકસાન કારણ હોય છે અમુક વિનેગરો એટલા નુકસાન કારગ હોય પણ એ લોકો ટેસ્ટ મેન્ટન કરવા માટે આ બધું વાપરતા હોય છે જ્યાં આપણે આ બધી વસ્તુઓ વાપરતા નથી
1107,આપણે શું ખાવાનું ખોરાક છે એટલા માટે આપણે
1108,આ રેસ્ટોરન્ટનો અને ઘરનો ક્વારક સુદ્
1109,એ બેમાં ખૂબ જ તફાવત રહેવાનો તમે ગમે જેટલું કરો તો જે સ્વાદ પણ સુધતાની દ્રષ્ટિએ આપણા ઘરનો
1110,હલો
1111,હા
1112,મોહિલ મહેતા બોલું છું
1113,મહેતા યુનિવર્સિટીમાં ફોન લગાવ્યો છે
1114,બરાબર હવે
1115,ગવર્મેન્ટ જો હોવાના કારણે મારા પપ્પાનું અલગ અલગ જગ્યાએ ટ્રાન્સફોર થાય છે એટલે આ વખત આપણે જૂનાગઢથી પપાનું વડોદરામાં ટ્રાન્સફોર થયું છે
1116,તો હવે મારે ટ્રાન્સફોર સર્ટિફિકેટ જોતું હતું
1117,મારું નામ છે મોહિલ મહેતા
1118,હું વિકોમમાં છું અને સેકંડ છું
1119,મીટ સુધીના બધા થઈ ગયા છે પણ મેરે જવું છે
1120,એમાં ત્યાં લેવા તો લોકો એવું કીધું કે તમારું જુનું યુનિવર્સિટી છે ત્યાંનું તમારા ટ્રાન્સફાર્ટ સર્ટિફિકેટ રજૂ કરવું પડશે
1121,અને એના ટાઇમિંગ આપણા કોલેજ ટાઇમિંગ માટે ઓફિસ
1122,ઓછો
1123,ઓક્શ
1124,વલકાર
1125,અમો હાલ જૂનાગઢ જિલ્લાની અંદર જૂનાગઢ શહેરમાં નગર મહાનગર પાલિકા વિસ્તારમાં રહેતા હોય
1126,અમારા વિસ્તારના ધારાસભ્ય શ્રી સંજયભાઈ કોરડિયા અમારી આજી બાજુમાં રહેતા હોય છે અને અમારે એક જ દિવાલ છે
1127,જેથી કરીને અમારે તેમની સાથે વાત કરવાનો પણ ઘણો જનુ ભવાઈ છે અને તેઓ એકદમ
1128,અનુભવ ધરાવતા હોય તો ઘણા અમારા વિસ્તારના તેમજ જિલ્લાના
1129,કામ કરે છે કે અવારનવાર દરેક ગામોની મુલાત લઈ અને તેના વિશે ખાસ કરીને મહાનગરપાલ્કા વિસ્તારના કામો માટે પણ સચેત છે અને
1130,ઘણા કામો માટે અવાજ વાત પ્રશ્ન કલેકટર સાથે
1131,અવારા બાબતની ચર્ચા કરે છે અને અમારા સાંસદ પણ રાજ્યસભા ચુડામાં હાલ
1132,દિલ્હીમાં થયેલ હોય તેવો પણ અવાજ વિસ્તારની મુલાતા હોય છે અને તેઓ જિલ્લા ઉપરાંત વિસ્તારો હોય તો પણ
1133,જૂનાગઢ સાથે ખાસ છે અને અમારા રેલવે શહિતના ઘણા પ્રશ્ન સેન્ટ્રલ લેવલ હોય છે તેઓ અંગે પણ ચર્ચા કરે છે અને તેમાં સુધારા તરફી હોય છે
1134,અને ધારાસભ્યોના બંનેના કારણે અમને સરકારની ઘણી યોજનાઓનો લાભ પણ મળે છે અને ખાસ કરીને અમારા વિસ્તારમાં
1135,ઘણા થઈ રહ્યા છે અને હાલમાં પણ વિશેના પ્રોજેક્ટ કયા કરવામાં આવી રહ્યા છે ખાસ કરીને જૂનાગઢ વિસ્તારમાં
1136,અમારા ખાસ મહાનગરપાલિકા વિસ્તારમાં તળાવના કામો છે રસ્તાનો છે હાલ ખરક વધુ વરસાદ
1137,અમુક વ્યવસ્થાના કામોને કારણે આ વસ્તુ બનેલી છે જે ત્યારે
1138,પ્લાનિંગ હેઠળ છે અને કામો ચાલુ છે બીજા નંબરમાં સિચાઈને લગતા ઘણા અમારા પ્રશ્નો હોય છે જેનો પણ સખસ લોકો નિકાલ કરતા હોય છે ખાસ કરીને ગામની અંદર દરેક વિસ્તારમાં
1139,ટાઇપલાઇનગી પાણી પૂરું પાડવામાં આવે છે એવી જ રીતે દરેક ગામના રસ્તાની પણ સારસંભાત લેવામાં આવે છે સફાઈ અંગે પણ અવારનવાર મળતા અને દરેક વિસ્તાર
1140,તપાસ કરતા હોય છે અને તેમાં પણ સુધારા કરવાના હોય તો તે અંગે લોકો સાથે વાતચીત કરી અને
1141,એનો નિકાલ લયાવતા હોય છે આ રીતે અમારા વિસ્તારની અંદર ઘણા થતા હોય છે અને ધારાસભ્યો અને સાંસદ સાથે અમે ડાયરેક વાતચીત કરી અને કામો વિશે અમારા અનુભવ પણ જણાવે છે
1142,અને એવા માટે અમે સતત પ્રયત્નશીલ રહે છે કેવી રીતે ગામના બીજા વિસ્તારમાં પણ એવા પ્રશ્ન હોય તેની પણ અમે ચરતા કરીએ છીએ ખાસ કરીને જૂનાગઢની અંદર એટલા વિસ્તારો આવેલા છે
1143,પુરાતત્વ સાથે સંકળાયેલા હોય તેના વિશે પણ ઘણી વખત વાતચીત કરી અને દરેક વસ્તુમાં અમે વિચાર ધરાવતા હોય અને સાથે બેસી અનુભવ શેર કરતા હોય
1144,હું હમણાં આવી છું તો મને ફરવાની કઈ કઈ જગ્યા છે તે મને જાણવું છે અને તારવાનું મળતે મારે જાણવું છે
1145,હા
1146,નામ છે
1147,કેટ
1148,હા
1149,તો લો તો કઈ જગ્યાએ સારી માર ખાવાનો સારફ
1150,બરાબર
1151,અને ફારવા માટે કોઈ સારી જગ્યા
1152,એટલ
1153,મંદિર મંદિર થયો
1154,મારા ભારતી
1155,આપો
1156,મારામાં
1157,હા
1158,અને મારે કોઈ આખા દિવસ જોઈ
1159,હા
1160,મારા
1161,ઓક
1162,બરાબર તાર આ ભાર ખૂબ ખૂબ
1163,ખેતી માટે સરકાર તરફથી ધિરાંત ધિરાણ અને ઘણા બધા લાભું થાય છે ને લાભવ મળે છે
1164,ખેતી ખેતીમાં સૌથી મુળે છે
1165,પછી પાકની લોન મળે છે સોલા માટે સોલા સિષ્ટમ માટે
1166,નવી યોજના આવી છે પછી ઘણી બધી સબસીરીઓ અને ખેતી ઘણા સરકારો તરફથી લાભ મળે છે સૌપ્રથમ તમને
1167,થિરાણ એટલે કે ખેડૂતને જેટલી પણ હોય
1168,અને જમીનના સાહેબથી સી ટકા જુબાજુ વળે છે અને આપણે દર વર્ષે
1169,કરી શકે અને જ્યારે થાય ત્યારે આપણે ચૂકવી પર શકે અને ખેતી જ્યારે કોઈપણ ખેડૂતોને દસ્તીકા ઝૂમિન
1170,એને આઠ સાત સાત લાખ જેટલી તો નોંધ મળી શકે છે અને દર વર્ષે કરી શકે છે પણ ન થાય તો ન આપણે
1171,પાછા વર્ષે વધારે અને બાકી કોઈ પણ કરતા ઓછું હોય છે પછી એક સબસ્ટ મળે છે પાણી માટે
1172,પાણી ખેતરમાં ખેતરથી આખેતર પાણી પૂંચાડવા માટે પાઇપલાની જરૂર પડે છે
1173,પેમ્પલાઇન માં સબસિડી મળે છે અને હોય છે
1174,પાણી ઓછું
1175,પોતાના માટે પાઇબલાનની જરૂર પડે છે અને પાઇબલાન સબસીડી મળે છે
1176,છૂટ મળે છે અને સબસિડીમાં આપણે જેટલું ફાયદો થાય છે પછી
1177,જરૂર પડે છે પથ્થરની પણ
1178,પછી આપણે મળી શકે છે તે માટે હોય છે તેની મળે છે પછી ખાતે
1179,દિયાપી છે શરદાર છે બધામાં
1180,સબસીડી મળે છે
1181,સબસીડી મળે છે અને તેમાં હજાર બારસો ખાતા તેમાં ડિસ્કાઉન
1182,મળે છે રૂપિયામાં મળે છે તછી બીજું છે ખાતર યુનિવર્સિટી હોય છે
1183,સારી સસ્તા ભાવે અને સારું સારું ઉપાદન થાય તે
1184,એવું ખાતર અબિયારણ પૂરું પાડે છે અને તે બિયારણ સારું ઉત્પાદન થાય અને વ્યવસ્થિત છે માટે હોય છે પછી બિયારણ છે
1185,સંરકપાદ નવ્યવસ્થિત હોય તે ખાતર બિયારો
1186,સરકારને તો ઘણા બધા એગ્રીકલ્ચર ખેતીમાં લાભ મળે છે કે જ્યારે કોઈપણ
1187,વરસાદ કે વાવાઝોડું થાય તો એનો છે કોઈપણ ખેડૂતો
1188,તે વીમા વધારે છે અને જ્યારે કોઈ વધારે પડતો ત્યારે ખેડૂતોને સરકાર તરફથી કોઈ
1189,સરકારી કર્મચારી એક્રિકલચર લગતા ડિપાનમેન્ટ હોય છે તેમાં આવે છે અને તેની માપણી કેટલું નુકસાન થયું છે તે જો અને પછી
1190,ઓલ
1191,રિટર્ન પાક હોય છે કરે છે પછી જોઈએ તો સરકારને યોજના હોય છે કે તેને તેનાથી ફાયદા થાય છે અને ક્યારે
1192,ત્યારે કેવું પહોય છે
1193,કેવી
1194,સરકાર ઘણા બધા લાભ થાય છે અને સરકાર ફાયદા છે
1195,જ્યારે હું નાની હતી ના પાંચ સાથ વરસની ત્યારે મારું જૂનું કર્યું હતું જેમાં દાદાનું હતું
1196,હવે જૂના ઘર એટલે તો કહેવા હોય કે મોતો પતો હોય હોય અને એક જૂનવાણી
1197,મારું હતું માટે
1198,વરસાદ તો જ્યારે વરસાદ માટે માટે પ્રકારની માટે
1199,એટલે જ્યારે હતી અને માટે માટે ઘરે ખાડો ઘરો કોઈ ખાતે દેખાય તો તો અને વાવી દો
1200,વરસાદ આવે તો પાણી જાય વરસાદ ન આવતો હોય તો એ સમયમાં પાણી બની નાવ અને પાણી
1201,મારા જાતિને મારા જોયા છે તે ખૂબ જ
1202,છોડવા એવી રીતે આવતા મને જોઈ થાય કે હું ગયા નાની હતી એટલી સમજનો હતી કે છોડો અને કેવી રીતે
1203,પછી કર્યો હતો
1204,એટલે મને ગુલાબ વુધારે છે કારણ કે આપણે નાના હોયને થાય
1205,છોડી તો આપણના રોમાં આપણને જાણવાની જગ્યા સાથે
1206,શું થાય છે આપણે દજાણીનો છોડી છે અને જોતો
1207,હું પછી મારા નાનીને પૂછી કે કેવી રીતે થતું તો મારા નાની બેસીને મને સમજાવતા
1208,એવી રીતે મારા નાનીને જોતા અને હોતી ત્યારે મારા નાની અને બંને જોતે
1209,એવી રીતે ફૂલ છોડની આજુબાજુ મારો બાળકો વિતાવ્યો છે મારા ફળીયામાં તમને માટીનો જેટલો
1210,બધાની એટલે કથા બ્રાઉન્ડ તમને જેટલો દેખાય એટલો જ મારા ફળિયામાં તમને લીલો કલર જોવા મારા ફળિયામાં પ્રકારના હતા
1211,મારામાં સાંસો હતું મારા માં મારા માં હતો મારા માં બધા મના હતા
1212,જે બધા જાણકો કે તે બધા પડી હતી અને ક્યારેક પત્થ્થર મળીને
1213,હજી છે કે વરસાદનો સમય ખૂબ મારું બધાનું જાણ તે એટલું બધું જ
1214,અને પછી એક જગ્યાએ લગભગ બે જ દિવસમાં પપ્પાને કીધું કે સાફ કરાવો
1215,નો જાવે થોડા સમયમાં પછીના પંદર વરસ પછી જાડવું મોટું તો થશે મને એમ ન થાય કે મારી બધા
1216,આવી રીતે જ્યારે સારા નહીં હતી ત્યારથી જાળવા ફૂલ છોડે બધું બારનું શરૂ કરો અને હાલના સમયમાં
1217,ફૂલ છોડ વિશે જે પણ જાણ કરીને મળે એ ગૂગલ હોય પુસ્તકો હોય મારાની મારા મુમ્મી કે કોઈ પણ એવા ફૂલ છોડના જાણકાર
1218,આપણે બોટની કરીએ એટલે ખાસ એવું ની છોડને આજુબાજુને લઈને આજુબાજુને લઈને
1219,કામ કરે એના વિશે વ્યક્તિ હોય એની પાસે બેસવું અને ખૂબ ગમે કે નાની મારી હજુ બાજુ ફૂલ છોડ તો લોકો પાસેથી મુજાણું અને જેમૂતી થઈ
1220,પછી મને ખબર પડે કે આ માત્ર સોંદરી અનુસાધન નથી પણ ઉપયોગ થાય આપણે કહીએ કે આપણે ગુલાબના હોય પણ આપણે ઘણા બધા જ્યારે આપણને પેટમાં હોય
1221,જ્યારે આપણે શરદીમાં
1222,એવો સપોર એટલે આપણને મદદ કરે તો ફૂલ છોડ માટે હું નાની હતી ત્યારથી મને ખૂબ લગાવતો સમય સાથે નોલેજમાં જ્ઞાનમાં પણ પરિવર્તિત કરો તેના કારણે ત્યારે હું ગાઇડનીંગ કરતી એટલે કે ફૂલ �
1223,ટોપરા પાક દૂધ પાક ગુલ્લાબ જાંબુ અંગોર રસ ગુલ્લા
1224,ગુજરાતમાં પ્રતિબંધો અને સામાજિક ધારાધરોને ક્યાં ક્યાં છે
1225,આપણે અમુક મંદિરોમાં છે કેટલાક બધા નિયમો છે આપણે ગુજરાતમાં અમુક મંદિરોમાં
1226,આપણે છે તો ત્યાં ઘણા નિયમ હોય છે અમુક જગ્યા છે તો સારી પહેરીને જવાનું છે
1227,પેરીને નથી જવાના નિયમો હોય છે ટૂંકા વસ્ત્ર પેરીને મંદિરોમાં છે તો ત્યાંથી આપણને બાળ કાઢવામાં આવે છે ત્યાં દર્શન પણ નથી કરવા દેતા
1228,અમુ મંદિરોમાં છે બધી ત્યાં જાવા છે આપણે સોમનાથ મંદિરે જાય છે તો ત્યાં સાડી અને પેરીને જવાનું હોય છે
1229,મહાકાલીના દર્શન કર વચાવો ને ત્યાં ફરજ્ય સારી પહેરીને જાવાનું છે કે અમુક જગ્યાએ મંદિરોમાં પણ ઘણા ઘણા નિયમ હોય છે
1230,સાડી વસ્ત્રણ હોય છે ખાસ કરીને મહિલાઓને સાડી અથવા તો ચૂંટણી લઈને જવાનું હોય છે
1231,કેમુખ મંદિરોમાં મહિલાઓને તો જેમ કે પૂરદેવીના દર્શન કરવા જવાના હોય તો ત્યાં કાઢીને દર્શન કરવાના હોય છે
1232,આપણે મંદિરે જાય મહિલાઓ તો પાછળ હાથ રાખીને દર્શનકર લોકોને ઘણા ઘણા બધા અમુક રિવાજ હોય છે
1233,અમુક જગ્યાએ સારી પર ચાવવાનું અમુક જગ્યા પર જિંસ પણ પેરીને જઈ શકીએ છીએ
1234,પતિ શાકાહારી ગુજરાતી પરિવારમાં સામાજિક જૂથ માસાહારીનું પ્રતિબંધ હોય છે ત્યાં કોઈ ખાતે જણાવ હોય છે
1235,ગાયનુમાસ કે એવું કોઈ પણ જાતનું કોઈ માંગ માગતા ખાતું નવ છે ગુજરાત શાકાહારી હોય છે તેમાં પણ
1236,માસાહારીમાં મારામાં માસાહારી આવે છે
1237,સાકારીમાં છે જેમાં છે જાત બધા સારીમાં છે
1238,અથવા તો કોઈ પણ કાયદાકીય રીતે પ્રતિબંધ જોઈએ તો જાહેરમાં સરા પીવારનું ખાસ કરીને ગુજરાતમાં તો પ્રતિબંધ છે
1239,ગુજરાતમાં કોઈ પણ ડ્રીનન કરતું જ નથી કે ગુજરાતમાં અમુક સ્ટેટમાં કરી શકે છે અમુકમાં તો સાવ પ્રતિબંધ ડ્રીન્ક કરેલ હોય
1240,તો તેને લેવાનો આવે છે જે પોલીસ લોકો ફાઇન્ડ કરે છે
1241,ડ્રાઇવિંગ કરવાની મનાય છે બધા ઘણા કરવામાં નિયમો આવે છે તે આપણે ચલાવીનો સોકીએ અમુક છાતો અમુક દેવાર્શમાં હોય છે
1242,વિધિમાં આપણે જોઈએ ધાર્મિક વિધિઓમાં સામેલ હોય છે જેમકે આપણે નિવેદ હોય છે તેમાં નિવેદ કરવાનું હોય છે સવારે નાયદોને આપણે નિવેદ ધરવાના વે છે
1243,વીજી કરવાની હોય છે અલોગોલગ જેમ કે આપણામાં નિવેદન હોય છે
1244,પછી આપણે પિતઃ હોય છે પછી
1245,પ્રેત બોલી કેવું કોઈ પણ આપણે જેવિધિ કરતા હોય તેના અલગ અલગ ડિયામો બધા આવે છે તેમાં અલગ અલગ વિધિ આવે છે વિધિમાં
1246,અપણે શ્રાદની વિધિ કરીએ બહાર આપણે તો સાથે આવે છે એટલી વાર સ્નાન કરવા કોઈના મૃત્યુ પાછળ કે કોઈ વિધિ કરતા
1247,દસમા બારવાની છે વિધિ કરતા હોય એક લાંબો કલાક સુધી ચાલે છે
1248,જેમાં અલગ અલગ વિધિકારતા કરતા હોય છે
1249,તો એમાં ઘણીવાર એકને ઘોસ્ત્ર પણ પહેરેલાનો આવે છે ઘણે ઘણે બદલવાના આવે છે નવાનું પણ ઘણીવાર આવે છે
1250,ઘણા ગુજરાતના ગામડાઓમાં સમુદાયોમાં પુરુષો અને મહિલાઓને
1251,મોઢવા અને બોલવામાં સાવચેતી રાખવામાં આવે છે ખાસ કરીને મહિલાઓને મહિલાઓ કોઈની સામે
1252,જેને વાતચીતના કરી શકે પૂરસો અને બધી રીતની છૂટ હોય છે મહિલાઓને કોઈપણ જાતની ચૂંટણે મહિલાઓને બારની નીકળવાનું મહિલાઓને ભણવાનું
1253,મહિલા કોઈ બાર નોકરી ના કરી શકે ઘણા ગામડાઓમાં વિવાદ જુએ છે કે તે વગર બાર પણ નીકળી શકાય
1254,મહિલાઓ બધું પાલન પણ કરે છે અમુક કરિવાર ખોટા છે
1255,મહિલા જૂનાગઢમાં સૌરાષ્ટ્ર અને અન્ય ઘણા વિસ્તારોમાં કેટલીક જાતીઓને ધર્મમાં અનુ
1256,માટે તારાધોરણા હોય છે વિજિત કરીને વિધિ રીતે
1257,બીજીથી બધી વસ્તુ કરી શકે છે એમનો કોઈ જેને આમ ફટાફટ કોઈ નિર્ણય લઈ ના શકે બહિલ આવો છે
1258,ગુજરાતમાં પરંપરાગત રીતે વડીલોનું સન્માન આપું
1259,સન્માન કોઈપણ વુરુષો હોય અને પગે લાગીને સંમાન આપવાનું છે સાસુ સસરા હોય છે હોય છે
1260,ઓગે લાગીને આપણે સૌવારમાં ઉઠી ત્યારથી અને પગે લાગીને કામ કામને બધું કરવાનું છે
1261,ગુજરાતમાં ગરબાસ નાતાં ધર્મની વિધિ જે પરામ પરંપરાગત માન્યતા પાલન કરવાનું હોય છે
1262,લગ્નની સાથે જે નિયમ હોય છે તાપડે
1263,પાસ ફેરાર ફરવાના હોય છે એના નિયમો પણ પાડવાના હોય છે
1264,સમાજમાં કેટલાક વિસ્તારોમાં બોરાનો પ્રભાવ માનવાના હોય છે જુગા અદિવાસી વિસ્તારોમાં અલગ અલગ જુદા પ્રથાઓનું પાલન કરતા હોય છે
1265,આપણે જેમ કે ગુજરાત મતો ઘણાઈ જગ્યાએ અલગ અલગ રીતે જોઈ છે કે અમુક અમુક નાતિના પણ અલગ ભગવાન હોય છે
1266,ચિહેંકે બોધ ધર્મ હોય છે જે ધર્મ હોય છે જે ધર્મ હોય છે અલગ અલગ છે
1267,કાનૂડાનું હોય છે જેમ કે સિંહ પંતમાં હોય છે તેમાં ભગવાનને સવારમાંથી ઉઠાડોને ની પૂછા કરવાની હોય છે
1268,કાનુડાની સેવા હોય તેમાં સવારમાંથી વિધિબધી માંડી અને સુવારતની બધી વિધિ કરવાની હોય છે
1269,એક દિવસમાં
1270,સૌથી લાંબો હોય કે ગંગોત્રીથી પવલ સુધી
1271,કરે
1272,જે
1273,ગુમગોત્રી ભૂજપાસ
1274,અને સાઇડ આવે છે
1275,એ
1276,એટલું હતું
1277,પૂછપાછથી આગળ જતા
1278,તો
1279,બીજા નંદા
1280,એવું છે આખો
1281,કે
1282,ગમે ત્યારે ગમે ત્યાંથી
1283,પથ્થરમાટી સામે
1284,અને એક તો હાઈટ ઉપર હોવાથી
1285,શ્વાસોસાવસમાં પણ થોડી તકલીફ પડે
1286,અમેરિટી
1287,મેં
1288,નીકળીને
1289,ગૌમુખ્ય સુધી ઘણી છે
1290,ઉપરાં
1291,પહો
1292,બપોરનો સમય થઈ હોય તે પણ
1293,ઉપરને જવાનો રસ્તો
1294,એમાં પણ
1295,સ્લો
1296,દીધી
1297,ડેન ઉપરી ચાલીને છું પણ થોડું કઠિની બને
1298,મેં ફોટોગ્રાફીનો કોઈ પણ વર્ચશોપ કર્યું નથી પણ હું મોબાઇલમાંથી જોઈને
1299,ફોટોગ્રાફી ની કોઈ નવી તીઠું છું
1300,મારો
1301,મારાબર
1302,હા
1303,બરાબો
1304,સારા ભૂલ
1305,આપને કેમ નહીં આપણી જોડે માં ત્યારે પીછે પછી સ્ટોન થયા પીછે ચેર અને છેલ્લે આયુર્વેદિક મસાજ છે
1306,બધા મરસાડના છે અને બધાની
1307,અને મારા મારી નામ રિલેક્સ મસ્તાક્ય છે એટલે કે સ્તાવેડ રિલેક્સ થઈ જાય તેને મજાવવી પડે અને શાંતોષ છે
1308,હા
1309,અને માણસ રિલેક્સ થવા માટે આવે છે એટલે આપણે પૂરેપૂરું આપી આવે ખુશ થઈને જાય તો આપણી સેવા સંપૂર્ણ થઈ એવું કહેવાય
1310,ભારત
1311,હા
1312,તમે લઈ વાંધો નહીં તમને પહેલા આપણે હું તમને કાલે સાડા બારી
1313,હાલા
1314,કહેવું તમને મોકલી પૂછો તમારા નંબર બરાબર એટલે આપણે સાડા બારની છે તમે
1315,માય
1316,રોલિસ રોપસોન
1317,શું તમે કોવેકસનો પંદર સત્તર વર્ષ માટે મળી શકે એવા તમામ રસીકરણ કેન્દ્રોને યાદી બનાવી શકો
1318,હાલો
1319,હાલો
1320,બાદા
1321,મારું નીરવ છે અને શાંત રહેવા માગુ જીવનમાં
1322,ઘારથી મારી ત્યારથી
1323,હોતને સમજી શક્તા નથી
1324,તેમને પણ કરતા હતા તે તેમને પણ પોષણ છે.
1325,પણ આમ કરવાથી મારું ભરણ પોષણો તમે કરશે
1326,હવાન
1327,પાગવાના ભરણપોષણમાં કઈ રીતે પાયક ભજવાના છે
1328,ઉદાસમાં અંદર જતો હોય એવું મને તમે મહેસૂસ કરાવી રહ્યા છો
1329,મારે ખુશ રહે હો છે પણ ખુશ રહી નથી શકતો એ જ મોટી સમસ્યા છે એનું નિવારણ આપો
1330,હા બોલો
1331,સહે
1332,વિવાદનું પાણી પણ ક્યારે મળવા માટે
1333,માધ્યમ મળવાના અભાવનગે જુદા છે
1334,સાધનો બદલવાના પ્રયત્ન છે પણ
1335,પ્રયત્ન કરાયો પણ નિષ્ફળતા સાથે
1336,મોદાસેન
1337,હા મને ઉદાખ સિંધા
1338,અને
1339,રાત્રા દેશ છે
1340,તમારા
1341,એવું જરૂરી નથી હતું ત્યારે ખુશ રહેવું કે તમે કોઈ સાથે
1342,અને ત્રીએ તમારા કરે છે આપણે કાલપની કરી તે વિચાર કે રાજકોટમાં છે અને કોઈ છે ત્યાંથી ત્રણ છે અમદાવાદમાં અભ્યાસ કરે છે
1343,તો તમે જ્યારે એનાથી પણ દારો છો એટલા દિવસ અને તમે ઇચ્છો છતાં તમને સાથે રહી નથી શકતા ત્યારે તમને આનો અનુભવ કઈ રીતે
1344,આ પણ આપણે વિચાર
1345,ત્રીજી તમારા સ્ત્રો નથી સાથે ગમે તેનાથી આનંદ
1346,આનંદ
1347,આની સાથે કંઈ પણ થાય તેના માટે તમે દુઃખ અનુભવ શક્ય નહીં
1348,હા સો એ દુઃખનો ભવાને કારણે તમે ઉદાસન બંધ છે નહીં
1349,મહિલ
1350,અને શનિક દુઃખના પુર્વ
1351,દૂર જવું કઈ રેતે કારણ કરે વ્યક્તિ તો દૂર જતી જરી છે અમદાવાદ
1352,ઉદા
1353,અત્યારે
1354,નાભારતા
1355,એમિલિટી જ્યોર જ નેટાલ
1356,હાલો
1357,જાસિન કલર
1358,હા
1359,બોલો બોલો બોલો
1360,જીજી
1361,બિલકુલ બિલકુલ બિલકુલ
1362,હવે એની વાત કરું તો ભાઈ તમારે કયા પ્રકારનો કલર જોડે છે કલરમાં લગભગ અમારી પાસે
1363,જાતના કલર છે કે પ્રાઇઝ રેટ
1364,અમુક કલર છે અમુક છે અમુક નોર્મલ કલર છે અમુક છે તમારે કયા પ્રકારનું એવીથી લઈને એક ડબ્બાની વાત કરું
1365,એક જબુ છે પાંચ આવે પાંચ રૂપિયાથી ચાલુ થઈને
1366,એ લગભગ સાત હજાર સુધી ત્યાં સુધીની કિંમતમાં તમારી પાસે ખસરો છે
1367,તો તમારે કયા પ્રકારના કેટલા જોઈએ છે કયા જોઈએ છે કે નોર્મલ જોઈએ છે તમારે કરવું પડશે
1368,હા
1369,હા
1370,પૂજ્યા
1371,હા
1372,મેં
1373,તમને એશિયન એશિયન ત્યારે બહુ ચાલે છે
1374,હા
1375,હા
1376,બરાબરા
1377,જેમ
1378,અંધાજની વાત કરું તો મારે છે અને તમારું ત્યાં તમારું ઘર જવું પડે છે પણ કારણ તમને કહું કારું કે દર વખતે મને જે પણ હોય બધા કહેતા હું કે છે
1379,કામે મોકલા છે
1380,અને જોઈ કે ભાઈ તમારે કહ્યું છે કે દિવાલો છે કે તેમાં બે હાથ લગાવાના છે એક હાથની જરૂર છે
1381,કેટલું તમારા બધું જોઈને જો અને બધા ચર્ચા ત્યાં ત્યાં ત્યારે હું તમને મને કરવાનું મજા નહીં આવે
1382,એટલે એના કરતાં આપણે ત્યાં આવીને મળીને તમારે એક ડેમો કલર પણ છે
1383,આખું છે પેમ્પલેટ છે એમાં તમારે કલર પણ સિલેક્ટ કરી દેવાના તમારી પાસે લગભગ બેથી ત્રણ હજાર અલગ અલગ કલરો ડિઝાઇન
1384,બધું
1385,હા
1386,બિલકુલ હા મારવામાં વોટ્સએ છે
1387,હા
1388,હા
1389,ઓકે
1390,હા
1391,બિલકુલ બિલકુલ
1392,સારું સારું
1393,કામમાં કામમાં કોઈ કામમાં આપણું નામને આહાત
1394,બરાબ
1395,આપનું આપનું શું નામ
1396,તમારા
1397,મોજે
1398,આમ તો ગુજરાતી ભાષાને બોલી કે કોઈપણ બોલી એ શીખવાની વસ્તુનાથી પરંતુ સામાન્ય રીતે બાળક જન્મે ત્યારથી વિસ્તારમાં રહેતું હોય
1399,ત્યારથી માતા પિતા કે પરિવારજનોને આસપાસના વાતાવરણમાંથી ભાષા હોય છે
1400,એટલે સૌથી વધારે તો એને એક સ્થળથી ભાષાની ભૂલી શીખવા મળતી હોય છે
1401,ભાષા અને બોલીમાં તફાવત એ છે કે ભાષા વાંચવા અપરાય છે જ્યારે બોલવામાં બોલીને ઉપયોગ કરવામાં આવે છે એવી ગુજરાતીમાં છે કે બારગાવે બોલીબદલાય
1402,એટલે જે વિસ્તાર બદલાએ એ પ્રમાણે બોલી પણ બદલા હોય છે એમાં ઘણા બધા શબ્દો છે
1403,જે રીતે આપણે ગુજરાતીમાં શબ્દ છે આવ્યા પણ અમદાવાદમાં લોકો બોલે છે તે ઊકર છે કે આયા હતા
1404,અને એ વસ્તુ રાજકોટ હોય તો વાર્તા એમાં વચ્ચે ઉપયોગ થાય છે પછી ભાવનગર હોય તો ત્યાં થાય છે નો થાય છે તો દરેક જતા જે બોલી બદલાતી હતી હોય છે
1405,ઓકારનો ઉપયોગ લગભગ બધી ભાષા આકારનો ઉપયોગ પણ વધારે બંગાળીમાં વધારો પહેસાના થાઇટ છે તો ત્યાં બધા તમે ક્યાં ગયા હતા
1406,પ્રાજકોટ ની હસ પાસે સૌરાષ્ટ્રની ભાષા છે તો ત્યાં લોકો બોલશે કે તમે ક્યાં ગ્યો હતો ત્યાં ગયો હતો બદલે ગયો હતો એવું બોલવા
1407,અને શોર્ટ કરીને કરવાની બદલાતી
1408,કચ્છમાં કછી ભાષા બોલાય છે સૌરાષ્ટ્રમાં કાઠ્યવાડી ભૂલાય છે ભાવનગરમાં બોહિલ ભાષા ભલાય છે
1409,એકાર વધારે છે અમદાવાદ તરફ ઉલ્લય છે સ્પીડ ખૂબ ઓછી રાખવામાં આવે છે અને ધીમે ધીમે લોકો સાચવીને બોલતા હોય છે
1410,મારે એવું કહેવું હતું કે તમે જે કંઈ કરવા માંગે છું તો એમાં તમારો શું વિચાર છે વિચારીને બોલતા હોય કેવું લાગે
